,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14906,1010,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03
14907,1010,Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success,0.0,0.0,0.03,0.0,0.03
14908,1010,Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14920,1010,Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14769,1010,Clannad,X360,2008,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03
14766,1010,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0.0,0.0,0.03,0.0,0.03
14636,1010,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03
14679,1010,Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0.0,0.02,0.0,0.01,0.03
14668,1010,ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami,0.02,0.01,0.0,0.0,0.03
14669,1010,Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14671,1010,Tsuku Monogatari,PSP,2011,Adventure,FuRyu,0.0,0.0,0.03,0.0,0.03
14672,1010,Vitamin Z,PS2,2009,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14673,1010,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
14674,1010,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03
14675,1010,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,0.03
14676,1010,Tom and Jerry in War of the Whiskers,XB,2003,Fighting,Ubisoft,0.02,0.01,0.0,0.0,0.03
14677,1010,Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14678,1010,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14680,1010,Ghostbusters (2016),PS4,2016,Action,Activision,0.02,0.0,0.0,0.01,0.03
14765,1010,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami,0.0,0.0,0.03,0.0,0.03
14682,1010,Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03
14683,1010,Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
14684,1010,Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03
14685,1010,Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14686,1010,Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03
14687,1010,Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14689,1010,The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,0.03,0.0,0.0,0.0,0.03
14691,1010,Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0.0,0.0,0.03,0.0,0.03
14692,1010,Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03
14693,1010,Biohazard: Revival Selection,X360,2011,Action,Capcom,0.0,0.0,0.03,0.0,0.03
14667,1010,The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,0.02,0.01,0.0,0.0,0.03
14666,1010,Ride,PC,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03
14665,1010,Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03
14664,1010,Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst,0.0,0.0,0.03,0.0,0.03
14637,1010,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14638,1010,Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03
14639,1010,PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic,0.0,0.03,0.0,0.0,0.03
14640,1010,Ao no Kanata no Four Rhythm,PSV,2016,Adventure,NekoNyan,0.0,0.0,0.03,0.0,0.03
14641,1010,Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03
14642,1010,Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03
14643,1010,Trine 2,WiiU,2012,Platform,Atlus,0.0,0.03,0.0,0.0,0.03
14644,1010,Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega,0.0,0.0,0.03,0.0,0.03
14645,1010,Pacific Liberator,Wii,2009,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03
14647,1010,Parfait,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
14648,1010,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03
14649,1010,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0.0,0.0,0.03,0.0,0.03
14650,1010,Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.03
14651,1010,Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14656,1010,In Cold Blood,PS,2000,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03
14657,1010,Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
14658,1010,Kamigami no Asobi,PSP,2013,Adventure,Broccoli,0.0,0.0,0.03,0.0,0.03
14659,1010,Fireblade,GC,2002,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
14660,1010,Kong: King of Atlantis,GBA,2005,Action,THQ,0.02,0.01,0.0,0.0,0.03
14661,1010,Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14662,1010,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami,0.0,0.0,0.03,0.0,0.03
14694,1010,Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0.0,0.0,0.03,0.0,0.03
14696,1010,Super Duper Sumos,GBA,2003,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
14698,1010,UK Truck Simulator,PC,2010,Simulation,Excalibur Publishing,0.0,0.03,0.0,0.0,0.03
14731,1010,Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14734,1010,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0.0,0.0,0.03,0.0,0.03
14735,1010,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14736,1010,Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14737,1010,Frogger: Ancient Shadow,XB,2005,Platform,Konami,0.02,0.01,0.0,0.0,0.03
14739,1010,La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14740,1010,Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14741,1010,Darius II,SAT,1995,Shooter,Taito,0.0,0.0,0.03,0.0,0.03
14743,1010,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0.0,0.02,0.0,0.01,0.03
14744,1010,Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14745,1010,ParaParaParadise,PS2,2001,Misc,Konami,0.0,0.0,0.03,0.0,0.03
14746,1010,Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14748,1010,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14751,1010,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0.0,0.0,0.03,0.0,0.03
14754,1010,Xblaze: Lost Memories,PSV,2015,Adventure,Arc System Works,0.02,0.0,0.0,0.01,0.03
14755,1010,DiRT Rally,PC,2016,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03
14756,1010,The Perfect Golf,PS,1995,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03
14757,1010,Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03
14758,1010,Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0.0,0.0,0.03,0.0,0.03
14759,1010,Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
14762,1010,Mojo!,XB,2003,Puzzle,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03
14763,1010,Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
14733,1010,Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03
14730,1010,Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,0.02,0.01,0.0,0.0,0.03
14699,1010,Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company,0.0,0.0,0.03,0.0,0.03
14729,1010,Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0.0,0.02,0.0,0.01,0.03
14700,1010,MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
14701,1010,Magicka,PC,2011,Role-Playing,Paradox Development,0.0,0.02,0.0,0.01,0.03
14704,1010,The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14705,1010,Disney Sports Soccer,GBA,2002,Sports,Konami,0.02,0.01,0.0,0.0,0.03
14706,1010,Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0.0,0.0,0.03,0.0,0.03
14707,1010,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
14708,1010,Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14709,1010,X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03
14710,1010,Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03
14711,1010,Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
14713,1010,Starry * Sky: In Winter,PSP,2011,Misc,Asgard,0.0,0.0,0.03,0.0,0.03
14714,1010,Little Bears,DS,2009,Simulation,RTL,0.03,0.0,0.0,0.0,0.03
14715,1010,Rush Hour,PS,1997,Misc,Psygnosis,0.02,0.01,0.0,0.0,0.03
14716,1010,Pro Cast Sports Fishing,XB,2003,Sports,Capcom,0.02,0.01,0.0,0.0,0.03
14717,1010,Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14719,1010,Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
14720,1010,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami,0.0,0.0,0.03,0.0,0.03
14723,1010,Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14724,1010,NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
14725,1010,Auto Modellista,GC,2003,Racing,Capcom,0.02,0.01,0.0,0.0,0.03
14727,1010,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0.0,0.0,0.03,0.0,0.03
14432,1010,Alia's Carnival! Sacrament,PSV,2015,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03
14567,1010,Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose,0.0,0.0,0.03,0.0,0.03
14430,1010,Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03
14142,1010,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
14129,1010,Zatch Bell! Electric Arena,GBA,2003,Fighting,Banpresto,0.02,0.01,0.0,0.0,0.03
14130,1010,Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03
14131,1010,NHRA Drag Racing: Countdown to the Championship,PSP,2007,Racing,THQ,0.03,0.0,0.0,0.0,0.03
14134,1010,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Misc,Daito,0.0,0.0,0.03,0.0,0.03
14135,1010,Maximum Racing: Drag & Stock Racer,Wii,2010,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03
14136,1010,Sky Dancers,GBA,2005,Action,Crave Entertainment,0.02,0.01,0.0,0.0,0.03
14137,1010,Silent Scope,GBA,2002,Shooter,Konami,0.02,0.01,0.0,0.0,0.03
14139,1010,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision,0.02,0.01,0.0,0.0,0.03
14140,1010,Clever Kids: Pirates,DS,2008,Misc,Midas Interactive Entertainment,0.0,0.03,0.0,0.0,0.03
14141,1010,Yggdra Union: We'll Never Fight Alone,GBA,2006,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03
14143,1010,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0.0,0.0,0.03,0.0,0.03
14081,1010,Puyo Pop Fever,DS,2004,Puzzle,Ignition Entertainment,0.03,0.0,0.0,0.0,0.03
14144,1010,Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0.0,0.0,0.0,0.03
14145,1010,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03
14147,1010,Wangan Midnight,PS3,2007,Racing,Genki,0.0,0.0,0.03,0.0,0.03
14148,1010,ESPN NBA 2Night 2002,PS2,2002,Sports,Konami,0.02,0.01,0.0,0.0,0.03
14150,1010,SpongeBob: HeroPants,3DS,2015,Platform,Activision,0.03,0.0,0.0,0.0,0.03
14151,1010,Kekkaishi: Kokubourou no Kage,Wii,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14152,1010,Trap Gunner: Countdown to Oblivion,PS,1998,Strategy,Konami,0.02,0.01,0.0,0.0,0.03
3799,1010,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010,Simulation,Electronic Arts,0.0,0.0,0.0,0.03,0.03
14153,1010,Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14154,1010,Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14128,1010,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002,Action,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14127,1010,Tokyo Majin Gakuen: Kenfuuchou,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14126,1010,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14124,1010,Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03
14090,1010,Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
14095,1010,Might & Magic X: Legacy,PC,2014,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.03
14098,1010,Major League Baseball 2K8,PSP,2008,Sports,Take-Two Interactive,0.03,0.0,0.0,0.0,0.03
14099,1010,FabStyle,3DS,2011,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14100,1010,Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,Kando Games,0.02,0.01,0.0,0.0,0.03
14101,1010,Turbo: Super Stunt Squad,DS,2013,Sports,D3Publisher,0.0,0.03,0.0,0.0,0.03
14102,1010,Zenkoku Dekotora Matsuri,Wii,2008,Racing,Jaleco,0.0,0.0,0.03,0.0,0.03
14103,1010,Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,D3Publisher,0.02,0.01,0.0,0.0,0.03
14104,1010,Fast & Furious: Showdown,PS3,2013,Action,Activision,0.0,0.03,0.0,0.0,0.03
14106,1010,Onechanbara Z Kagura,PS3,2013,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03
14107,1010,Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0.0,0.0,0.0,0.03
14108,1010,DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0.0,0.0,0.03,0.0,0.03
14111,1010,Travel Coach: Europe 1,DS,2008,Misc,HMH Interactive,0.0,0.03,0.0,0.0,0.03
14114,1010,XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,0.02,0.0,0.01,0.0,0.03
14115,1010,The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14117,1010,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14118,1010,Puyo Puyo 7,PSP,2009,Puzzle,Sega,0.0,0.0,0.03,0.0,0.03
14119,1010,Asterix & Obelix: Kick Buttix,PS2,2004,Action,Atari,0.02,0.01,0.0,0.0,0.03
14120,1010,Radiant Silvergun,SAT,1998,Shooter,ESP,0.0,0.0,0.03,0.0,0.03
14121,1010,Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03
14122,1010,Care Bears - Care Quest,GBA,2005,Action,Game Factory,0.02,0.01,0.0,0.0,0.03
14155,1010,"Crouching Tiger, Hidden Dragon",GBA,2003,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03
14156,1010,Clash of Elementalists,3DS,2013,Action,Teyon,0.0,0.03,0.0,0.0,0.03
14157,1010,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14189,1010,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008,Simulation,Konami,0.0,0.0,0.03,0.0,0.03
14191,1010,Romance of the Three Kingdoms (3DS),3DS,2013,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14192,1010,Electroplankton,DS,2005,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03
14194,1010,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14195,1010,Backyard NFL Football 2006,GBA,2005,Sports,Atari,0.02,0.01,0.0,0.0,0.03
14197,1010,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,0.0,0.0,0.03,0.0,0.03
14198,1010,Monster Guardians,GBA,2001,Role-Playing,Konami,0.0,0.0,0.03,0.0,0.03
14199,1010,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami,0.0,0.0,0.03,0.0,0.03
14200,1010,An American Tail: Fievel's Gold Rush,GBA,2002,Platform,Conspiracy Entertainment,0.02,0.01,0.0,0.0,0.03
14201,1010,Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14202,1010,Diabolik Lovers: More Blood,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14203,1010,Magna Carta Portable,PSP,2006,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03
14206,1010,Crazy Chicken: Star Karts,DS,2008,Racing,Phenomedia,0.03,0.0,0.0,0.0,0.03
14207,1010,Detective Conan: Phantom Rhapsody,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14209,1010,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14210,1010,M&Ms Shell Shocked,PS,2001,Action,Berkeley,0.02,0.01,0.0,0.0,0.03
14212,1010,K-On! After School Live!! HD Ver.,PS3,2012,Action,Sega,0.0,0.0,0.03,0.0,0.03
14215,1010,Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03
14216,1010,3D Baseball,PS,1996,Sports,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03
14217,1010,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03
14218,1010,First Queen: Ornic Senki,SNES,1994,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03
14220,1010,Dream C Club Zero,X360,2011,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03
14190,1010,Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14188,1010,Crimson Tears,PS2,2004,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03
14158,1010,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14187,1010,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
14160,1010,Sabre Wulf,GBA,2004,Platform,THQ,0.02,0.01,0.0,0.0,0.03
14161,1010,Tsuyo Kiss: Mighty Heart,PS2,2006,Adventure,Princess Soft,0.0,0.0,0.03,0.0,0.03
14163,1010,Gacharoku,PS2,2002,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14165,1010,Cake Mania: Baker's Challenge,PSP,2008,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03
14166,1010,MotoGP,PSP,2006,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03
14167,1010,Zoo Vet: Endangered Animals,DS,2008,Simulation,505 Games,0.03,0.0,0.0,0.0,0.03
14168,1010,Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,0.03,0.0,0.0,0.0,0.03
14169,1010,Driven,GBA,2001,Racing,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03
14171,1010,Criminal Girls 2,PSV,2015,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14172,1010,SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14173,1010,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14174,1010,Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03
14175,1010,Diabolik Lovers: Dark Fate,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14176,1010,Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0.01,0.0,0.0,0.03
14177,1010,Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03
14178,1010,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14180,1010,Women's Volleyball Championship,PS2,2007,Sports,Spike,0.0,0.0,0.03,0.0,0.03
14181,1010,Junior Island Adventure,DS,2011,Puzzle,Maximum Family Games,0.03,0.0,0.0,0.0,0.03
14182,1010,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami,0.0,0.0,0.03,0.0,0.03
14184,1010,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14186,1010,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.02,0.01,0.0,0.0,0.03
14088,1010,FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,0.02,0.01,0.0,0.0,0.03
14078,1010,NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,THQ,0.02,0.01,0.0,0.0,0.03
14222,1010,Tail Concerto,PS,1998,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
13900,1010,Crypt Killer,PS,1997,Shooter,Konami,0.02,0.01,0.0,0.0,0.03
13859,1010,Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.03
13866,1010,Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03
13871,1010,Song of the Deep,XOne,2016,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.03
13878,1010,Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.03
13883,1010,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.03
13885,1010,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.01,0.0,0.02,0.0,0.03
13889,1010,Sleepover Party,Wii,2009,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.03
13890,1010,100 Classic Games,DS,2011,Misc,Rondomedia,0.0,0.03,0.0,0.0,0.03
13896,1010,E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.03
13899,1010,Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
13906,1010,Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.03
14075,1010,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007,Racing,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
13907,1010,PO'ed,PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.03
13909,1010,Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.02,0.01,0.0,0.0,0.03
13912,1010,Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0.0,0.0,0.03
13646,1010,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.03
13915,1010,Rabbids Land,WiiU,2012,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.03
